,Unnamed: 0,Path,Transcript
2111,2111,./dataset/LibriSpeech/test-clean/4970/29093/4970-29093-0018.flac,the two young men who were by this time full of the adventure went down to the wall street office of henry's uncle and had a talk with that wily operator
2567,2567,./dataset/LibriSpeech/test-clean/121/121726/121-121726-0009.flac,hotel a place where a guest often gives up good dollars for poor quarters
304,304,./dataset/LibriSpeech/test-clean/7729/102255/7729-102255-0043.flac,in a few days an officer came with a requisition from governor shannon and took the prisoner by land to westport and afterwards from there to kansas city and leavenworth
2131,2131,./dataset/LibriSpeech/test-clean/4992/41797/4992-41797-0014.flac,when she could not make a rabbit or a bird look real on paper she searched in her father's books for pictures of its bones
1203,1203,./dataset/LibriSpeech/test-clean/4446/2275/4446-2275-0008.flac,when did you come bartley and how did it happen you haven't spoken a word
352,352,./dataset/LibriSpeech/test-clean/2094/142345/2094-142345-0044.flac,said mister irwine with his stately cordiality
1716,1716,./dataset/LibriSpeech/test-clean/1089/134691/1089-134691-0009.flac,angry with himself he tried to hide his face from their eyes by gazing down sideways into the shallow swirling water under the bridge but he still saw a reflection therein of their top heavy silk hats and humble tape like collars and loosely hanging clerical clothes brother hickey
356,356,./dataset/LibriSpeech/test-clean/2094/142345/2094-142345-0048.flac,said captain donnithorne seating himself where he could see along the short passage to the open dairy door
623,623,./dataset/LibriSpeech/test-clean/8230/279154/8230-279154-0006.flac,the behaviourist who attempts to make psychology a record of behaviour has to trust his memory in making the record
1578,1578,./dataset/LibriSpeech/test-clean/672/122797/672-122797-0049.flac,squeak squeak
1135,1135,./dataset/LibriSpeech/test-clean/4446/2271/4446-2271-0002.flac,it's tremendously well put on too
552,552,./dataset/LibriSpeech/test-clean/8463/287645/8463-287645-0009.flac,i never knew of but one man who could ever please him
1158,1158,./dataset/LibriSpeech/test-clean/4446/2273/4446-2273-0000.flac,hilda was very nice to him and he sat on the edge of his chair flushed with his conversational efforts and moving his chin about nervously over his high collar
338,338,./dataset/LibriSpeech/test-clean/2094/142345/2094-142345-0030.flac,totty however had descended from her chair with great swiftness and was already in retreat towards the dairy with a sort of waddling run and an amount of fat on the nape of her neck which made her look like the metamorphosis of a white suckling pig
673,673,./dataset/LibriSpeech/test-clean/7176/92135/7176-92135-0012.flac,indeed irresolution being the keynote of hamlet's soliloquy a clever player could to some extent indicate the whole thirty lines by a silent working of the jaw but at the same time it would be idle to deny that he would miss the finer shades of the dramatist's meaning
1867,1867,./dataset/LibriSpeech/test-clean/6829/68769/6829-68769-0009.flac,they were received in the little office by a man named markham who was the jailer
2,2,./dataset/LibriSpeech/test-clean/6930/75918/6930-75918-0002.flac,congratulations were poured in upon the princess everywhere during her journey
1002,1002,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0030.flac,mister neverbend began the captain and i observed that up to that moment he had generally addressed me as president it cannot be denied that we have come here on an unpleasant mission
382,382,./dataset/LibriSpeech/test-clean/3575/170457/3575-170457-0013.flac,the more she is engaged in her proper duties the less leisure will she have for it even as an accomplishment and a recreation
644,644,./dataset/LibriSpeech/test-clean/8230/279154/8230-279154-0027.flac,a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe
69,69,./dataset/LibriSpeech/test-clean/6930/81414/6930-81414-0019.flac,voltaire picked up something from the ground and looked at it
1826,1826,./dataset/LibriSpeech/test-clean/2300/131720/2300-131720-0010.flac,it could not be used for electroplating or deposition nor could it charge storage batteries all of which are easily within the ability of the direct current
1115,1115,./dataset/LibriSpeech/test-clean/2830/3980/2830-3980-0072.flac,this passage then bears out the fact that all men are sold under sin
129,129,./dataset/LibriSpeech/test-clean/1320/122612/1320-122612-0009.flac,it would have been more wonderful had he spoken without a bidding
2106,2106,./dataset/LibriSpeech/test-clean/4970/29093/4970-29093-0013.flac,and he went back to his books and to his waiting for an opening large enough for his dignified entrance into the literary world
1308,1308,./dataset/LibriSpeech/test-clean/1221/135766/1221-135766-0003.flac,the child had a native grace which does not invariably co exist with faultless beauty its attire however simple always impressed the beholder as if it were the very garb that precisely became it best
1502,1502,./dataset/LibriSpeech/test-clean/4507/16021/4507-16021-0033.flac,do we really know the mountain well when we are not acquainted with the cavern
944,944,./dataset/LibriSpeech/test-clean/5142/33396/5142-33396-0046.flac,by the beard of odin i cried you have taken our joke like a man
1707,1707,./dataset/LibriSpeech/test-clean/1089/134691/1089-134691-0000.flac,he could wait no longer
6,6,./dataset/LibriSpeech/test-clean/6930/75918/6930-75918-0006.flac,this has indeed been a harassing day continued the young man his eyes fixed upon his friend
1915,1915,./dataset/LibriSpeech/test-clean/6829/68771/6829-68771-0003.flac,the democratic committee figured out a way to do this
573,573,./dataset/LibriSpeech/test-clean/8463/294825/8463-294825-0015.flac,gram roughly one twenty eighth of an ounce
1109,1109,./dataset/LibriSpeech/test-clean/2830/3980/2830-3980-0066.flac,since christ was given for our sins it stands to reason that they cannot be put away by our own efforts
622,622,./dataset/LibriSpeech/test-clean/8230/279154/8230-279154-0005.flac,all that i am doing is to use its logical tenability as a help in the analysis of what occurs when we remember
1857,1857,./dataset/LibriSpeech/test-clean/2300/131720/2300-131720-0041.flac,we had meters in which there were two bottles of liquid
295,295,./dataset/LibriSpeech/test-clean/7729/102255/7729-102255-0034.flac,to their sorrow they were soon undeceived
82,82,./dataset/LibriSpeech/test-clean/1320/122617/1320-122617-0004.flac,the ingenious hawkeye who recalled the hasty manner in which the other had abandoned his post at the bedside of the sick woman was not without his suspicions concerning the subject of so much solemn deliberation
670,670,./dataset/LibriSpeech/test-clean/7176/92135/7176-92135-0009.flac,and i should begin with a short homily on soliloquy
2409,2409,./dataset/LibriSpeech/test-clean/237/126133/237-126133-0002.flac,then dear said missus whitney you must be kinder to her than ever think what it would be for one of you to be away from home even among friends
821,821,./dataset/LibriSpeech/test-clean/1284/1181/1284-1181-0014.flac,he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes
1724,1724,./dataset/LibriSpeech/test-clean/1089/134691/1089-134691-0017.flac,the europe they had come from lay out there beyond the irish sea europe of strange tongues and valleyed and woodbegirt and citadelled and of entrenched and marshalled races
1163,1163,./dataset/LibriSpeech/test-clean/4446/2273/4446-2273-0005.flac,i haven't had a chance yet to tell you what a jolly little place i think this is
1058,1058,./dataset/LibriSpeech/test-clean/2830/3980/2830-3980-0015.flac,for a person to possess knowledge is not enough
1779,1779,./dataset/LibriSpeech/test-clean/1188/133604/1188-133604-0008.flac,for believe me the final philosophy of art can only ratify their opinion that the beauty of a cock robin is to be red and of a grass plot to be green and the best skill of art is in instantly seizing on the manifold deliciousness of light which you can only seize by precision of instantaneous touch
2121,2121,./dataset/LibriSpeech/test-clean/4992/41797/4992-41797-0004.flac,i swan to man he ejaculated if you don't work hard you can't keep up with the times doctor of laws
1607,1607,./dataset/LibriSpeech/test-clean/5105/28241/5105-28241-0003.flac,steam up and canvas spread the schooner started eastwards
818,818,./dataset/LibriSpeech/test-clean/1284/1181/1284-1181-0011.flac,very carefully the magician removed this powder placing it all together in a golden dish where he mixed it with a golden spoon
1898,1898,./dataset/LibriSpeech/test-clean/6829/68769/6829-68769-0040.flac,some girl has been here twice to interview my men and i have refused to admit her
2220,2220,./dataset/LibriSpeech/test-clean/61/70968/61-70968-0041.flac,i like you will you are the second will that i have met and liked within two days is there a sign in that
310,310,./dataset/LibriSpeech/test-clean/2094/142345/2094-142345-0002.flac,for it is a solid heavy handsome door and must once have been in the habit of shutting with a sonorous bang behind a liveried lackey who had just seen his master and mistress off the grounds in a carriage and pair
2566,2566,./dataset/LibriSpeech/test-clean/121/121726/121-121726-0008.flac,hose man's excuse for wetting the walk
1622,1622,./dataset/LibriSpeech/test-clean/5105/28241/5105-28241-0018.flac,its depth remained invariable still four or at most five fathoms and although its bottom was assiduously dredged it was only to prove it barren of marine production of any type
1667,1667,./dataset/LibriSpeech/test-clean/3729/6852/3729-6852-0007.flac,two years before her death i saw her perform the character of marianne in the comedy of marivaux and in spite of her age and declining health the illusion was complete
1342,1342,./dataset/LibriSpeech/test-clean/908/157963/908-157963-0021.flac,lives not alone nor or itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice
1946,1946,./dataset/LibriSpeech/test-clean/6829/68771/6829-68771-0034.flac,i wish i knew myself she cried fiercely
857,857,./dataset/LibriSpeech/test-clean/1284/1180/1284-1180-0028.flac,a bed quilt made of patches of different kinds and colors of cloth all neatly sewed together
251,251,./dataset/LibriSpeech/test-clean/260/123288/260-123288-0019.flac,at noon the violence of the storm redoubles
2180,2180,./dataset/LibriSpeech/test-clean/61/70968/61-70968-0001.flac,give not so earnest a mind to these mummeries child
664,664,./dataset/LibriSpeech/test-clean/7176/92135/7176-92135-0003.flac,your play must be not merely a good play but a successful one
1921,1921,./dataset/LibriSpeech/test-clean/6829/68771/6829-68771-0009.flac,louise hoped for excellent results from this organization and wished the entertainment to be so effective in winning their good will that they would work earnestly for the cause in which they were enlisted
2305,2305,./dataset/LibriSpeech/test-clean/8555/284447/8555-284447-0006.flac,in one place at the head of the room was a raised platform for the royal family with elegant throne chairs for the king and queen and six smaller but richly upholstered chairs for the snubnosed princesses
1422,1422,./dataset/LibriSpeech/test-clean/7021/85628/7021-85628-0013.flac,the princess certainly was beautiful and he would have dearly liked to be kissed by her but the cap which his mother had made he would not give up on any condition
1358,1358,./dataset/LibriSpeech/test-clean/908/31957/908-31957-0006.flac,open thy heart wide and fold within the wet wings of thy dove
2422,2422,./dataset/LibriSpeech/test-clean/237/126133/237-126133-0015.flac,yes all alone by himself asserted jasper vehemently and winking furiously to the others to stop their laughing he did now truly phronsie
2313,2313,./dataset/LibriSpeech/test-clean/8555/284447/8555-284447-0014.flac,the idea of patching cap'n bill to a goat was vastly amusing to him and the more he thought of it the more he roared with laughter
660,660,./dataset/LibriSpeech/test-clean/8230/279154/8230-279154-0043.flac,of course the words this has existed before are a very inadequate translation of what actually happens when we form a judgment of recognition but that is unavoidable words are framed to express a level of thought which is by no means primitive and are quite incapable of expressing such an elementary occurrence as recognition
2274,2274,./dataset/LibriSpeech/test-clean/61/70970/61-70970-0032.flac,enquired robin with his suspicions still upon him
1541,1541,./dataset/LibriSpeech/test-clean/672/122797/672-122797-0012.flac,i would fain know if i am destined for so glorious a career cried the tree rejoicing
1695,1695,./dataset/LibriSpeech/test-clean/3729/6852/3729-6852-0035.flac,it seems to me i replied that such approval such ratification of the opinion expressed by the king the princes of the blood et cetera is rather a proof of the affection felt for them by the nation for the french carry that affection to such an extent that they believe them infallible
810,810,./dataset/LibriSpeech/test-clean/1284/1181/1284-1181-0003.flac,the hair was of brown yarn and hung down on her neck in several neat braids
431,431,./dataset/LibriSpeech/test-clean/7127/75947/7127-75947-0005.flac,i allude to the goddess
2342,2342,./dataset/LibriSpeech/test-clean/8555/284449/8555-284449-0018.flac,so ghip ghisizzle ordered the captain to take a file of soldiers and escort the raving beauties to their new home
1070,1070,./dataset/LibriSpeech/test-clean/2830/3980/2830-3980-0027.flac,and all the brethren which are with me
2137,2137,./dataset/LibriSpeech/test-clean/4992/41797/4992-41797-0020.flac,nancy's curly chestnut crop shone in the sun and olive's thick black plaits looked blacker by contrast
897,897,./dataset/LibriSpeech/test-clean/5142/36600/5142-36600-0001.flac,in determining whether two or more allied forms ought to be ranked as species or varieties naturalists are practically guided by the following considerations namely the amount of difference between them and whether such differences relate to few or many points of structure and whether they are of physiological importance but more especially whether they are constant
2413,2413,./dataset/LibriSpeech/test-clean/237/126133/237-126133-0006.flac,at this the bundle opened suddenly and out popped phronsie
2379,2379,./dataset/LibriSpeech/test-clean/237/134500/237-134500-0034.flac,thank you he returned shortly
802,802,./dataset/LibriSpeech/test-clean/1995/1837/1995-1837-0025.flac,she rose with a fleeting glance gathered the shawl round her then gliding forward wavering tremulous slipped across the road and into the swamp
2088,2088,./dataset/LibriSpeech/test-clean/4970/29095/4970-29095-0034.flac,why should i rust and be stupid and sit in inaction because i am a girl
43,43,./dataset/LibriSpeech/test-clean/6930/76324/6930-76324-0022.flac,then she suddenly remarked
619,619,./dataset/LibriSpeech/test-clean/8230/279154/8230-279154-0002.flac,whether or not this principle is liable to exceptions everyone would agree that is has a broad measure of truth though the word exactly might seem an overstatement and it might seem more correct to say that ideas approximately represent impressions
1048,1048,./dataset/LibriSpeech/test-clean/2830/3980/2830-3980-0005.flac,do you suppose that god for the sake of a few lutheran heretics would disown his entire church
690,690,./dataset/LibriSpeech/test-clean/7176/92135/7176-92135-0029.flac,i want to get away from it all swoons
1399,1399,./dataset/LibriSpeech/test-clean/7021/79730/7021-79730-0000.flac,the three modes of management
1809,1809,./dataset/LibriSpeech/test-clean/1188/133604/1188-133604-0038.flac,but now here is a subject of which you will wonder at first why turner drew it at all
2507,2507,./dataset/LibriSpeech/test-clean/5683/32879/5683-32879-0006.flac,there was something of sweetness and fondness in her tones and manner which was new to rachel and comforting and she returned the greeting as kindly and felt more like her former self
2130,2130,./dataset/LibriSpeech/test-clean/4992/41797/4992-41797-0013.flac,she makes effort after effort trembling with eagerness and when she fails to reproduce what she sees she works herself into a frenzy of grief and disappointment
2464,2464,./dataset/LibriSpeech/test-clean/3570/5695/3570-5695-0008.flac,the question is which of the two methods will most effectively reach the persons whose convictions it is desired to affect
2554,2554,./dataset/LibriSpeech/test-clean/5683/32866/5683-32866-0027.flac,a cold bright moon was shining with clear sharp lights and shadows
678,678,./dataset/LibriSpeech/test-clean/7176/92135/7176-92135-0017.flac,in the old badly made play it was frequently necessary for one of the characters to take the audience into his confidence
199,199,./dataset/LibriSpeech/test-clean/260/123440/260-123440-0020.flac,we won't talk about her any more if you'd rather not we indeed
789,789,./dataset/LibriSpeech/test-clean/1995/1837/1995-1837-0012.flac,he splashed and stamped along farther and farther onward until he neared the rampart of the clearing and put foot upon the tree bridge
2122,2122,./dataset/LibriSpeech/test-clean/4992/41797/4992-41797-0005.flac,done he ain't done a thing he'd oughter sence he was born
1039,1039,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0067.flac,or of the habits of our people it is quite impossible
1669,1669,./dataset/LibriSpeech/test-clean/3729/6852/3729-6852-0009.flac,you will forgive me dear reader if i have made you attend the funeral of silvia ten years before her death believe me i have no intention of performing a miracle you may console yourself with the idea that i shall spare you that unpleasant task when poor silvia dies
1735,1735,./dataset/LibriSpeech/test-clean/1089/134686/1089-134686-0002.flac,after early nightfall the yellow lamps would light up here and there the squalid quarter of the brothels
1001,1001,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0029.flac,thinking of all this i went to sleep
1305,1305,./dataset/LibriSpeech/test-clean/1221/135766/1221-135766-0000.flac,how strange it seemed to the sad woman as she watched the growth and the beauty that became every day more brilliant and the intelligence that threw its quivering sunshine over the tiny features of this child
383,383,./dataset/LibriSpeech/test-clean/3575/170457/3575-170457-0014.flac,to those duties you have not yet been called and when you are you will be less eager for celebrity
2453,2453,./dataset/LibriSpeech/test-clean/3570/5694/3570-5694-0020.flac,so those offices which are by right the proper employment of the leisure class are noble such as government fighting hunting the care of arms and accoutrements and the like in short those which may be classed as ostensibly predatory employments
2187,2187,./dataset/LibriSpeech/test-clean/61/70968/61-70968-0008.flac,take your place and let us see what the crystal can show to you
1419,1419,./dataset/LibriSpeech/test-clean/7021/85628/7021-85628-0010.flac,on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters
1270,1270,./dataset/LibriSpeech/test-clean/4077/13751/4077-13751-0012.flac,the lieutenant governor lilburn w boggs afterward governor was a pronounced mormon hater and throughout the period of the troubles he manifested sympathy with the persecutors
756,756,./dataset/LibriSpeech/test-clean/1995/1826/1995-1826-0006.flac,been looking up tooms county
662,662,./dataset/LibriSpeech/test-clean/7176/92135/7176-92135-0001.flac,in short he becomes a prominent figure in london society and if he is not careful somebody will say so
1740,1740,./dataset/LibriSpeech/test-clean/1089/134686/1089-134686-0007.flac,a cold lucid indifference reigned in his soul
812,812,./dataset/LibriSpeech/test-clean/1284/1181/1284-1181-0005.flac,no i forgot all about the brains exclaimed the woman
817,817,./dataset/LibriSpeech/test-clean/1284/1181/1284-1181-0010.flac,their contents had all boiled away leaving in the bottom of each kettle a few grains of fine white powder
1815,1815,./dataset/LibriSpeech/test-clean/1188/133604/1188-133604-0044.flac,it will be well for you if you join not with those who instead of kites fly falcons who instead of obeying the last words of the great cloud shepherd to feed his sheep live the lives how much less than vanity of the war wolf and the gier eagle
105,105,./dataset/LibriSpeech/test-clean/1320/122617/1320-122617-0027.flac,as soon as these dispositions were made the scout turned to david and gave him his parting instructions
1748,1748,./dataset/LibriSpeech/test-clean/1089/134686/1089-134686-0015.flac,but the dusk deepening in the schoolroom covered over his thoughts the bell rang
764,764,./dataset/LibriSpeech/test-clean/1995/1826/1995-1826-0014.flac,cotton she paused
1620,1620,./dataset/LibriSpeech/test-clean/5105/28241/5105-28241-0016.flac,you must see lieutenant i should think that we are not so near the coast of algeria as you imagined
2196,2196,./dataset/LibriSpeech/test-clean/61/70968/61-70968-0017.flac,i could not see my boy injured excellence for but doing his duty as one of cumberland's sons
978,978,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0006.flac,we are quite satisfied now captain battleax said my wife
2529,2529,./dataset/LibriSpeech/test-clean/5683/32866/5683-32866-0002.flac,but don't these very wise things sometimes turn out very foolishly
829,829,./dataset/LibriSpeech/test-clean/1284/1180/1284-1180-0000.flac,he wore blue silk stockings blue knee pants with gold buckles a blue ruffled waist and a jacket of bright blue braided with gold
59,59,./dataset/LibriSpeech/test-clean/6930/81414/6930-81414-0009.flac,i awoke to consciousness fighting at first it seemed as if i was fighting with a phantom but gradually my opponent became more real to me it was kaffar
90,90,./dataset/LibriSpeech/test-clean/1320/122617/1320-122617-0012.flac,four or five of the latter only lingered about the door of the prison of uncas wary but close observers of the manner of their captive
1838,1838,./dataset/LibriSpeech/test-clean/2300/131720/2300-131720-0022.flac,meanwhile he had called upon me to make a report of the three wire system known in england as the hopkinson both doctor john hopkinson and mister edison being independent inventors at practically the same time
777,777,./dataset/LibriSpeech/test-clean/1995/1837/1995-1837-0000.flac,he knew the silver fleece his and zora's must be ruined
196,196,./dataset/LibriSpeech/test-clean/260/123440/260-123440-0017.flac,that will be a queer thing to be sure
1248,1248,./dataset/LibriSpeech/test-clean/4077/13754/4077-13754-0007.flac,we believe in a literal resurrection and an actual hereafter in which future state shall be recognized every sanctified and authorized relationship existing here on earth of parent and child brother and sister husband and wife
2458,2458,./dataset/LibriSpeech/test-clean/3570/5695/3570-5695-0002.flac,but as we descend the social scale the point is presently reached where the duties of vicarious leisure and consumption devolve upon the wife alone
1257,1257,./dataset/LibriSpeech/test-clean/4077/13754/4077-13754-0016.flac,and so the story of mormonism runs on its finale has not yet been written the current press presents continuously new stages of its progress new developments of its plan
1260,1260,./dataset/LibriSpeech/test-clean/4077/13751/4077-13751-0002.flac,instead of but six regularly affiliated members and at most two score of adherents the organization numbers today many hundred thousand souls
45,45,./dataset/LibriSpeech/test-clean/6930/76324/6930-76324-0024.flac,they say illumination by candle light is the prettiest in the world
1340,1340,./dataset/LibriSpeech/test-clean/908/157963/908-157963-0019.flac,it is to tenfold life to love to peace and raptures holy unseen descending weigh my light wings upon balmy flowers and court the fair eyed dew to take me to her shining tent the weeping virgin trembling kneels before the risen sun
62,62,./dataset/LibriSpeech/test-clean/6930/81414/6930-81414-0012.flac,said another voice which i recognized as voltaire's kaffar
2092,2092,./dataset/LibriSpeech/test-clean/4970/29095/4970-29095-0038.flac,ruth was glad to hear that philip had made a push into the world and she was sure that his talent and courage would make a way for him
1188,1188,./dataset/LibriSpeech/test-clean/4446/2273/4446-2273-0030.flac,alexander went over and opened the window for her
918,918,./dataset/LibriSpeech/test-clean/5142/33396/5142-33396-0020.flac,a house smells of smoke a ship smells of frolic
28,28,./dataset/LibriSpeech/test-clean/6930/76324/6930-76324-0007.flac,now what have you to say cynthia sprague
1596,1596,./dataset/LibriSpeech/test-clean/672/122797/672-122797-0067.flac,the trunks were moved the tree was pulled out and thrown rather hard it is true down on the floor but a man drew him towards the stairs where the daylight shone
2143,2143,./dataset/LibriSpeech/test-clean/4992/23283/4992-23283-0003.flac,so there is to me added sandford with a sarcastic sneer
1279,1279,./dataset/LibriSpeech/test-clean/4077/13751/4077-13751-0021.flac,it will be observed that an organized mob aided by many of the civil and military officers of missouri with governor boggs at their head have been the prominent actors in this business incited too it appears against the mormons by political hatred and by the additional motives of plunder and revenge
266,266,./dataset/LibriSpeech/test-clean/7729/102255/7729-102255-0005.flac,this was a formidable array of advantages slavery was playing with loaded dice
1626,1626,./dataset/LibriSpeech/test-clean/5105/28240/5105-28240-0002.flac,exclaimed servadac keeping his eye unmoved at his telescope
997,997,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0025.flac,what could i do now but just lay myself down and die
1652,1652,./dataset/LibriSpeech/test-clean/5105/28233/5105-28233-0003.flac,we don't spin tops is a favorite saying amongst artillery officers indicating that they do not shirk their duty by frivolous pursuits but it must be confessed that servadac being naturally idle was very much given to spinning tops
2488,2488,./dataset/LibriSpeech/test-clean/5683/32865/5683-32865-0005.flac,but her greeting to captain lake was more than usually haughty and frozen and her features i fancied particularly proud and pale
2270,2270,./dataset/LibriSpeech/test-clean/61/70970/61-70970-0028.flac,stuteley was by his side in a flash and then they both began feeling about them to ascertain the shape and character of this vault
479,479,./dataset/LibriSpeech/test-clean/7127/75946/7127-75946-0012.flac,the news circulated with the rapidity of lightning during its progress it kindled every variety of coquetry desire and wild ambition
2078,2078,./dataset/LibriSpeech/test-clean/4970/29095/4970-29095-0024.flac,it has occupied mother a long time to find at the shops the exact shade for her new bonnet
820,820,./dataset/LibriSpeech/test-clean/1284/1181/1284-1181-0013.flac,ojo became a bit uneasy at this for he had already put quite a lot of the cleverness powder in the dish but he dared not interfere and so he comforted himself with the thought that one cannot have too much cleverness
1298,1298,./dataset/LibriSpeech/test-clean/1221/135767/1221-135767-0018.flac,little pearl who was as greatly pleased with the gleaming armour as she had been with the glittering frontispiece of the house spent some time looking into the polished mirror of the breastplate
1592,1592,./dataset/LibriSpeech/test-clean/672/122797/672-122797-0063.flac,then good bye said the rats and they went home
2391,2391,./dataset/LibriSpeech/test-clean/237/134493/237-134493-0003.flac,from the graveyard gate one can count a dozen gayly painted farmhouses the gilded weather vanes on the big red barns wink at each other across the green and brown and yellow fields
987,987,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0015.flac,i and my wife and son and the two craswellers and three or four others agreed to dine on board the ship on the next
1818,1818,./dataset/LibriSpeech/test-clean/2300/131720/2300-131720-0002.flac,there messrs johnson and hammer put into practice many of the ideas now standard in the art and secured much useful data for the work in new york of which the story has just been told
1775,1775,./dataset/LibriSpeech/test-clean/1188/133604/1188-133604-0004.flac,some of the touches indeed when the tint has been mixed with much water have been laid in little drops or ponds so that the pigment might crystallize hard at the edge
980,980,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0008.flac,the ladies in compliance with that softness of heart which is their characteristic are on one side and the men by whom the world has to be managed are on the other
401,401,./dataset/LibriSpeech/test-clean/3575/170457/3575-170457-0032.flac,come come i am getting really tired of your absence
708,708,./dataset/LibriSpeech/test-clean/7176/88083/7176-88083-0001.flac,the merganser had a crested head of iridescent green black a broad collar of lustrous white black back black and white wings white belly sides finely pencilled in black and white and a breast of rich chestnut red streaked with black
770,770,./dataset/LibriSpeech/test-clean/1995/1826/1995-1826-0020.flac,miss taylor did not know much about cotton but at least one more remark seemed called for
169,169,./dataset/LibriSpeech/test-clean/5639/40744/5639-40744-0032.flac,for god's sake my lady mother give me a wife who would be an agreeable companion not one who will disgust me so that we may both bear evenly and with mutual good will the yoke imposed on us by heaven instead of pulling this way and that way and fretting each other to death
1737,1737,./dataset/LibriSpeech/test-clean/1089/134686/1089-134686-0004.flac,number ten fresh nelly is waiting on you good night husband
23,23,./dataset/LibriSpeech/test-clean/6930/76324/6930-76324-0002.flac,the poor little things cried cynthia think of them having been turned to the wall all these years
1454,1454,./dataset/LibriSpeech/test-clean/8224/274381/8224-274381-0003.flac,the king's ears were now open to montrose's counsels who proposed none but the boldest and most daring agreeably to the desperate state of the royal cause in scotland
25,25,./dataset/LibriSpeech/test-clean/6930/76324/6930-76324-0004.flac,but joyce had not been listening all at once she put down her candle on the table and faced her companion
410,410,./dataset/LibriSpeech/test-clean/3575/170457/3575-170457-0041.flac,she was gone out into the village on some errand when as she was descending the steep street her foot slipped on the ice and she fell it was dark and no one saw her mischance till after a time her groans attracted the attention of a passer by
1482,1482,./dataset/LibriSpeech/test-clean/4507/16021/4507-16021-0013.flac,nothing is more lugubrious than the contemplation thus in its nudity in the broad light of thought of the horrible swarming of slang
1584,1584,./dataset/LibriSpeech/test-clean/672/122797/672-122797-0055.flac,and then he told all about his youth and the little mice had never heard the like before and they listened and said
2541,2541,./dataset/LibriSpeech/test-clean/5683/32866/5683-32866-0014.flac,don't insult me stanley by talking again as you did this morning
1646,1646,./dataset/LibriSpeech/test-clean/5105/28240/5105-28240-0022.flac,it was on the last day of january that the repairs of the schooner were completed
2556,2556,./dataset/LibriSpeech/test-clean/5683/32866/5683-32866-0029.flac,somehow i had grown nervous
1523,1523,./dataset/LibriSpeech/test-clean/4507/16021/4507-16021-0054.flac,that is why we cry education science
2236,2236,./dataset/LibriSpeech/test-clean/61/70968/61-70968-0057.flac,these escapades are not for old gamewell lad his day has come to twilight
1679,1679,./dataset/LibriSpeech/test-clean/3729/6852/3729-6852-0019.flac,i tell him to give me some coffee if it is good
1697,1697,./dataset/LibriSpeech/test-clean/3729/6852/3729-6852-0037.flac,she introduced me to all her guests and gave me some particulars respecting every one of them
2011,2011,./dataset/LibriSpeech/test-clean/1580/141084/1580-141084-0008.flac,i cannot allow the examination to be held if one of the papers has been tampered with the situation must be faced
957,957,./dataset/LibriSpeech/test-clean/5142/33396/5142-33396-0059.flac,yes and with all your fingers it took you a year to catch me the king frowned more angrily
1613,1613,./dataset/LibriSpeech/test-clean/5105/28241/5105-28241-0009.flac,and what demonstration do you offer asked servadac eagerly that it will not happen
1747,1747,./dataset/LibriSpeech/test-clean/1089/134686/1089-134686-0014.flac,he tried to think how it could be
1933,1933,./dataset/LibriSpeech/test-clean/6829/68771/6829-68771-0021.flac,but it can't be protested the girl
1020,1020,./dataset/LibriSpeech/test-clean/8455/210777/8455-210777-0048.flac,what would become of your gun were i to kidnap you
1860,1860,./dataset/LibriSpeech/test-clean/6829/68769/6829-68769-0002.flac,i can't see it in that light said the old lawyer
1674,1674,./dataset/LibriSpeech/test-clean/3729/6852/3729-6852-0014.flac,here go and get me change for a louis i have it sir
2084,2084,./dataset/LibriSpeech/test-clean/4970/29095/4970-29095-0030.flac,father thee's unjust to philip he's going into business
1254,1254,./dataset/LibriSpeech/test-clean/4077/13754/4077-13754-0013.flac,before this travesty on the administration of law could be brought before the court of last resort and there meet with the reversal and rebuke it deserved men were imprisoned under sentences of many years duration
2397,2397,./dataset/LibriSpeech/test-clean/237/134493/237-134493-0009.flac,please wait for me marie emil coaxed
2443,2443,./dataset/LibriSpeech/test-clean/3570/5694/3570-5694-0010.flac,the objection of course presents itself that expenditure on women's dress and household paraphernalia is an obvious exception to this rule but it will appear in the sequel that this exception is much more obvious than substantial
2361,2361,./dataset/LibriSpeech/test-clean/237/134500/237-134500-0016.flac,i don't know all of them but i know lindens are
2536,2536,./dataset/LibriSpeech/test-clean/5683/32866/5683-32866-0009.flac,i don't know and can't say how you fine gentlemen define wickedness only as an obscure female i speak according to my lights and he is generally thought the wickedest man in this county
1514,1514,./dataset/LibriSpeech/test-clean/4507/16021/4507-16021-0045.flac,it is so made that everywhere we feel the sense of punishment
2019,2019,./dataset/LibriSpeech/test-clean/1580/141084/1580-141084-0016.flac,my friend did not appear to be depressed by his failure but shrugged his shoulders in half humorous resignation
